id_review,id_store,review_time,rating,review
5494,24,a week ago,1 star,Why is show online lite a time open I pay many time then I came here itï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½
5495,24,2 months ago,1 star,It claims to be 24 hours but when I stop by at 3:00 and 4 in the morning it's closed the cashier always tells me it's closed
5496,24,9 months ago,1 star,"Customer service needs work at this location. I came in during my lunch time to get a simple McChicken and fries and a drink. Stood at the register for about 10 to 12 mins waiting for one of the many employees walking pass me to deliver the orders outside. Once they finally notice me, they took my order. After I waited around another 15 more mins to get my order. I was gonna ask for BBQ sauce but decided I didn't wanna wait an extra 5 mins for that. Overall, this restaurant only prioritize the drive-thru and not the dine-in area. Dine-in area has no cashier available because everyone is focus on drive-thru. So many workers on the front but none on cashier. If your coming here for lunch hour order online or else your lunch hour might turn into only 20 min lunch with all the waiting you'll be doing here."
5497,24,8 months ago,1 star,This one McDonald's I find charging $2 for a large coffee everywhere else it is $1 for any size drink and the reason I go to McDonald's at all is because of the coffee but if they're going to double the price of the coffee then I may as well go to any 7-Eleven so I have to save this one particular McDonald's would not lower the price when I told him that it was $1 everywhere else. Arguing with a customer is not a good idea it would have been a better idea if she would have said I'm going to let it go this time but no they actually try to argue the point and I think that's silly the whole reason that I come there at all is because of the $1 coffee that is fairly good on a one to 10 scale I would say McDonald's coffee is it seven or eight with Starbucks being a 10 especially when they suggest you get the expresso shot that is $4.25 for the large coffee with the extra espresso shot from Starbucks and then there's creamer but that for dollar coffee is four times better than McDonald's one dollar coffee so you get what you pay for I just think McDonald's at that particular Stevens Creek location bites off customers
5498,24,9 months ago,3 stars,"Late night service is mixed; they reset their registers at arbitrary times and they either are cash only or close the drive thru completely during this time. There seems to be no schedule, just depends on when they think it'll be slow it seems. Those inconsistencies aside, the food and service is typical McDonalds."
5499,24,a month ago,1 star,Pulled up at 4am. Waited 15 min in drive thruï¿½ï¿½ï¿
5500,24,3 months ago,5 stars,Very good as always and all the staff are very friendly specifically the manager Maria Villaviray.
5501,24,3 months ago,1 star,Do not ever go to this McDonald's. One of the most dysfunctional places I've ever seen.
5502,24,3 months ago,1 star,apparently if you ask for 2 cups of water here they will charge you for the 2nd cup ï¿½ï¿½ï¿
5503,24,7 months ago,1 star,2nd time ordering a filet o fish meal in this store and it just tastes so bland the fries were cold and hard. Regret spending  my money here.
5504,24,a year ago,3 stars,"Items were frequently missed out, but  I get it, these people are slammed with orders, so you can't expect the orders to be 100% accurate everytime. But today, my little one got so mad when she found out her drink and apple slices from her HappyMeal were missing. I mean come on, you order a Happy meal and only get a burger with nothing to drink? (Well at least you managed to put a toy in so thank you for that) Not great! AND we were the only ones in line at that time, so they were not that busy I guess."
5505,24,a month ago,1 star,"Lobby is always closed ,whan it's says is open 24 hrs"
5506,24,a year ago,1 star,"If I could, I would give an absolute ""thumb's down"" to this embarrassing branch of a well-loved fast food franchise. NEVER will I return to it after being treated like a pariah. I was yelled at by the cashier who took the wrong order; and the branch manager threw a box of fries in the bag mumbling as if I was a beggar. In her condescending tone, the latter even warned me that she was doing me favor even though they made a mistake with my order and I did pay full price for it. I think they both need more trainings to acquire the best of American customer service."
5507,24,a year ago,4 stars,"I would have given 5 stars but, the lady (MNGR) that took my order got one item wrong & I did not notice until I was long gone! Also, the COVID headache is pretty much behind us but, for some odd reason this location still has a limited/restricted dining room, even to the point of closing it down completely at 3:00pm everyday! I can understand being cautious & prepared but, to use the pandemic as a way to justify limiting/restricting areas of an establishment  that we as patrons normally use on any normal/regular day is unprofessional, inconvenient & just a way for them to make it easier to keep clean & one less thing to be done when it comes to closing down for the night!
However, though this ranting & raving I am doing in this post, I still get good customer service there when I do go for a quick & easy meal! & Their drive thru is  conveniently open 24 hrours"
5508,24,10 months ago,4 stars,"That day I brought the kids having activities in South Bay Santa Clara. After the event, I tried to bring the kids to mcd.i went two and they both closed at 6pm. At least the south city mcd dining room opens till 10pm."
5509,24,10 months ago,1 star,Not good the drive thru they cannot manage who go first on the drive thru. And they talking like a frog they cannot hear even you shout. And when your to get the serve look around not doing his job properly
5510,24,10 months ago,3 stars,"Food hasnï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½t changed, but the ordering app makes these necessary visits less painful. You still have to deal with those in front of yo"
5511,24,a year ago,3 stars,"The food was great with the exception of the fries. They were stale and I would have gone back around and had them replaced, but the guy at the drive-thru window was annoyingly slow and the rest of the food would have been borked. The hamburger made up for it though, did you see the greasy heart attack waiting to happen?

Just an FYI, mobile ordering saved absolutely zero time at this location. We still had to go to the drive-thru and wait and they didn't have anything ready so unless you just like ordering from an app, don't bother.

I would still recommend eating here. YMMV on the staff at any fast food restaurant. Sure this guy was somewhat annoying by being slow but he wasn't intentionally being a jerk or anything."
5512,24,2 weeks ago,1 star,Not 24 hours. Exposed. Change your hours
5513,24,8 months ago,2 stars,"The soda machine wasn't functioning so they had to get your drink from the one behind the counter, the self order kiosks were all down, ordering took a little bit longer due to one cashier."
5514,24,5 years ago,2 stars,"Overall looks like it's falling apart. Ice cream machine broken half the time, mcflurry machine couldn't mix in the Oreos, roof is leaking..."
5515,24,8 months ago,1 star,Service was great but the chicken inside sandwiches were really not well. I had bad stomach for almost 3 days
5516,24,5 months ago,1 star,Service is lousy and I tried to call number to complain to manager and no one answers/no voicemail.
5517,24,9 months ago,3 stars,"No hot mocha in the morning! Why is coffee with chocolate milk so difficult? Simple, fast food Mickey D's. C'mon now."
5518,24,6 months ago,1 star,"Bad service, I place order online and want to pick it by curbside, but they said the order isnï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï"
5519,24,a year ago,4 stars,"They did not give us straws! we had to go back through the Drive-Thru and wait in a big line of cars... has 2 lanes for ordering and was actually pretty busy. They were a the on the slow site, but we just figured it was all the people coming back to get their straws. other than that it was just your regular McDonald's experience. very grateful it was open though. since covid you don't find to many 24 hrs. locations that still actually stay open all night as hours state. That in itself is a whole different issue and honestly very difficult to figure out without driving down an unlit window on a drive-thru with a sign stating ""we're open 24 Hours.."" I gave it a 4 because food was warm and fresh, and drinks were on point except luck of a straw."
5520,24,a year ago,1 star,"I have been living in this city for the last 3 years , I took the decision to make a quick stop and get something to eat , wouuu food 5 stars special the coffee,  perfect coffee but the customer service wouuu 1 star is not enough ( the indian lady that I think is the manager ) terrible customer service and she was so rude with this customer that requeted and ketchup ... they really need to improve that..."
5521,24,a year ago,3 stars,"Friendly service, but sometimes they have young people taking orders that have no manners. Overall, quick and fast for lunch hour**"
5522,24,2 years ago,1 star,"Given too many chances. I've tried to be polite no matter how rude the staff. Tonight I gave 1 more chance. My order was taken down wrong so I confirmed at the second window before taking the food. The woman was very upset she had to remake it, made it clear with snatching and attitude told me to pull over and when i got my order it was wrong AGAIN. Also took items  and was charged for adding lettuce."
5523,24,2 years ago,5 stars,"Can you say fast?! Double drive through lane getting stacked, I went in instead. Dining areas closed but clean and safe ordering from counter. The guy on cashier was fast and efficient. I don't need to be treated like I'm spending $1000 so the efficient process works for me. Food was as expected for any McD's..if you have little time and crave the golden arches, this location will have you on your way soon enough."
5524,24,11 months ago,1 star,"Worse McDonald's I've been to. I have decided to go a mile further to the Augustine Dr one instead at this point. Constantly slow, missing items or not making them correctly. Ordered for curbside at 8pm, was told restaurant was closed and I need to contact corporate for a refund"
5525,24,2 years ago,3 stars,"Even after confirming my order when paying, I received the wrong sandwich. I went through the drive-thru, so I didn't realize there wit until I got home. I had received a chicken deluxe sandwich instead of a quarter pounder deluxe. Fortunately, it was tasty, and well made, but still disappointing."
5526,24,7 months ago,3 stars,This is a typical McDonald's. I ordered a frape and had to wait 10 minutes for it to be prepared. Not impressed.
5527,24,7 months ago,4 stars,Can not beat mcdonalds for their quick service and food.  Though their best menu item is still the coffee.
5528,24,2 years ago,2 stars,"Consistently gets our orders wrong. Including a time when we were complaining to the manager about constant errors and she was adamant that her team doesn't get orders wrong, they handed us the wrong order. Nothing wrong with the food but the staff needs better training."
5529,24,2 years ago,4 stars,So much improvement. They're serving good fries now - newly cooked (vs. saggy and felt like microwave warmed before). Curbside pick up was so helpful. We'll comeback!
5530,24,2 years ago,2 stars,Friendly staff but fries were stale!  They even took some time to put together my order giving me the appearance that a fresh batch of fries were coming out of the fryer.  I was wrong-they tasted like they were scraped off the floor.  Was here around 9pm last night.
5531,24,a year ago,3 stars,The food and service was good but kind of disappointed as this is the 1st McDonald's I've been to in the south Bay that has completely closed off the bathrooms and customer areas.  I'm sure it's due to pandemic but strange other McDonald's at least have restrooms open for guests
5532,24,a year ago,3 stars,They just be throwing my daughter Happy meal meal in the box I'm not sure if it's me or if it's the people that's working at McDonald's but yeah my daughter is tired of her Happy meal just been thrown in a box it's not a Happy meal it's a throne in a box meal kind of sort of and if you want fresh fries and fresh nuggets you have to ask and it's been several times where I've ordered something and something's missing so I have to make sure you looking your things before you drive completely off from this
5533,24,a year ago,3 stars,This McD has the best prices along Lawrence Expressway. Drive-thru can take up to 20 minutes during peak times. I couldn't get a breakfast deal in the app to complete in time due to the long drive-thru wait. The app wouldn't allow curbside or in-store pickup 10 minutes before breakfast deadline.
5534,24,2 years ago,3 stars,"The food came quickly and it was hot my sausage bisquick was really good, but the big breakfast came without condiments.We asked for salt, they said it was in the bag but the only thing in the bag was syrup and we didn't order pancakes."
5535,24,4 years ago,3 stars,"Alright, I am a little apprehensive in saying this, but lately I have eaten at this McDonald's and one other place near my home and #3 meal I order has been tasting noticeably GOOD! I never say to my kids, ""wow you have taste this.. here taste it, c'mon take 1 bite and tell me this is good! With that I would like to get some confirmations from others if food has improves in taste or just me. I see myself with a big belly if food taste and/or quality is on the up tick."
5536,24,a year ago,1 star,"I already have low expectations given this is a McDonaldï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s, but the customer service at this location is amongst the worst Iï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï"
5537,24,3 years ago,1 star,"Super sloooow! The shake machine is always broken. Early in the morning the service is almost impossible. Takes forever just to take an order and takes forever to process the order. Ordering ahead with the app saves no time. And if you're lucky, the coffee machine will be working.
You're better off going somewhere else. I will never do business with this McDonalds again!!!  EVER!!"
5538,24,9 months ago,1 star,"Night shift crew here is very iffy. Guy in front of me gets served, I get told the place is closed, and then the guy behind gets served. Honestly don't bother with this place. Big waste of time."
5539,24,a year ago,1 star,"One of the worst service, donï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿"
5540,24,a year ago,3 stars,When I walked in some dude was walking out with a mean mug. Don't know what happened though. The wait was kind of long but the food was good....ï¿½ï¿½ï¿
5541,24,4 years ago,5 stars,Very friendly and professional staff.  Food tastes fresh all the time. i like the fact that they have 2 ordering stations so when its busy you can still get in and out as quickly as possible. every time im in the area i make sure to stop by and get at least a strawberry sundae. the place is worth stopping by to grab a snack/meal.
5542,24,11 months ago,5 stars,Great for a quick snack the plaza near it is absolutely amazing they have great stuff over there I would recommend sometimes the staff can be iffy but thatï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿
5543,24,5 months ago,3 stars,Slow moving and long lines. I wish they had more staff.
5544,24,5 years ago,1 star,"Terrible customer service, Employees doesnt even smile or initiate the greeting. Very long drive through up to 30 minutes with just only 1 lane open. If I am a manager, I will never tolerate this long wait time. Drive through is suppose to be for the convenient and time saving but this service is just completely defeat the purpose"
5545,24,2 years ago,4 stars,"Good, fast, food. They are open 24 hours a day which is great if you are working a night shift, graveyard shift or have to go in early in the morning. Their new menu is actually quite good! I do wish the McRib was back in season but, oh well, you can't have it all! Try the Minutemaid Slushies! They are outstanding!"
5546,24,a year ago,3 stars,Actually the great suck we didn't have milkshakes and we got shorted a burrito and their night shift is quite rude will not eat there again
5547,24,2 years ago,2 stars,"This location is honestly hit or miss, usually employees here tend to be very impatient and rude, very rarely would I see someone who actually has good customer service.
Also they would get my order wrong from time to time..."
5548,24,a year ago,1 star,"I ordered several times from this store but recently last order I made, the burger tasted like someone throw tobacco ash into it. It tasted wired. Thatï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï"
5549,24,5 years ago,1 star,"I don't like giving low reviews without eating somewhere, but at midnight, seeing the sign on the window saying ""open 24 hours"", we pulled into the parking lot. The lights were dimmed and the drive through was blocked with cones. After leaving the freeway and going out of our way to stop here, they were closed and the sign held a false advertisement. Chances are we may not get the chance to visit when they are actually open, so heed my warning: THIS PLACE IS NOT 24 HOURS!!

Edit: After visiting that night, we tried again a little before midnight and the drive thru was still closed and blocked, and the sign still said open 24 hours."
5550,24,8 months ago,5 stars,"Never had an issue. They get the orders right, and they are quick and polite."
5551,24,2 years ago,1 star,There is a horribly rude worker here.  I asked to order something and she just gave rude and sarcastic responses the entire time.  I confronted her about it at the window and she didn't seem to care.  Talked to the manager.  He said he would handle it.  Im sure he won't so I contacted corporate and gave my report.  Don't eat here.  They do not care about customer service.
5552,24,3 years ago,1 star,Slow service. No Ice at Breakfast.  Coffee tasted like cleaning solution was not rinsed out.  Hilariously a McDonald's employee was walking around the corner with a peanut butter and jelly sandwich on a plate to eat for their own breakfast. Why no US flag?
5553,24,4 years ago,1 star,"Shity customer service, incompetent cashier took over 15 mins to place a single man's dinner order (it was only a big Mac, fries and a drink).  Parking lot was full (extremely small for the volume of customers). Drive thru line was super long and extremely slow.  After I finally got to the window after I paid I had to wait there for 10mins just to be told to pull around and park.  Had to wait another 15-20mins to get my order."
5554,24,5 years ago,1 star,"Not rated one star for this McDonald's, they actually happen to be a solid and enthusiastic group of people always willing to ensure your happiness and satisfaction. I just think McDonald's sucks in general. That being said, the staff at this specific restaurant is quite friendly and approachable, and I've never had a bad experience with the food or anything. They're usually quick and the food tends to be accurately prepared. In a world where this distinction mattered, I'd actually call this a really ""good"" McDonald's, but the significant other is bummed about their removal of garlic fries, and the ice cream machine is hellof broken all the time. Anyway. Bring vegan items to McDonald's."
5555,24,6 years ago,5 stars,"I come here a lot because I live close by. The staff are really nice people --friendly and open to talk with customers when it's not rush hour. Sometimes I stay here for an hour or two. I watch people come and go. Sometimes it's packed, sometimes it's only me with my family and 1 other person. There are a lot of seats, and there are high chairs for kids. Sucks that they cut out the power outlet a while back though. I must come with fully charged device or a power bank. \(>~<)/"
5556,24,4 years ago,1 star,Food was cold and hamburger was not cooked all the way. Ruined my lunch.
5557,24,3 years ago,1 star,I was there at 437 am and was informed that i must wait until t for there 2 for 4 deal. I went back thru the drive through 2 more times once at 445 and once at 454 and was informed again that i had to wait until 5 exactly. Then when i finally got to order thwy also screwed me on a hash brown. They werent polite about anything and made me feel very unwelcomed.
5558,24,5 years ago,3 stars,"This McDonalds is hit or miss depending on the staff. Its quick most of the time due to the dual drive through order stations, but that can also work against them and can slow down you getting your food at times to if you get out of order.
They seem to have  great breakfast team, but the dinner team is hit or miss. One day its great and the next time your order is all jacked up. They are normally pretty good with the normal menu items,  its the specialty stuff they jack up, like a Big Mac is Good here but a Grand Mac won't be because they leave off half the sauce or something silly, 5 lbs of lettuce, you get what I mean. Inside tends to be better then drive-through if you have the time."
5559,24,3 years ago,3 stars,"Food tastes like any other Mc Donald's. There was a short wait. They were out of Diet Coke in both soda fountains. They were also low on ice for the drinks. The dining area needed to be cleaned of all the trash by the soda fountains, tables, and floors.  They were also out of ketchup in the ketchup area by the soda fountains."
5560,24,3 years ago,1 star,I park into the parking lot I see 2 vans full of homeless people's junk. I walked in the MacDonald's bathroom one of the stalls was full of poop. Later I got my food . Was in my car ready to leave then I smelled poop   on my hands. The entrance door had poop from the person's hand. But on the bright side they gave me an extra meal for free. But the cleaning service was not good.
5561,24,3 years ago,1 star,The staff was rude and needs training on their people skills. There was no good morning greeting and when asking about menu options it was like talking to a brick wall. The service was also very slow even though it was not busy.
5562,24,4 years ago,2 stars,"We enjoyed the food. But not the service, only for the fact we waiting over 20min and this was 8:30pm. My grandson was waiting on his aunt so she can walk with him and his mom &dad for there night walk. He has preschool in the morning.  And he has to be asleep by 9 and in bed by 8:30. So as for this gramas point of view. An apologiey for the wait or here's a free of anything would have been taken in to consideration would have been excepted.  But no nothing from any employee just didn't make me feel McDonald's employee's did there job."
5563,24,2 years ago,2 stars,"Constantly getting the order wrong on several occasions, poor attitude at pick up... Worked fast food when I was a kid... So easy to do it right and smile to the customer! Unfortunately their manager was the one at pick up!"
5564,24,5 years ago,3 stars,"This McDonald's gets a 3 rating due to their lack of attention to drive thru orders.  Numerous times we get home after a visit to McDonald's and notice the forgot to include apple slices, or apple juice.  I agree these are smaller items and do not effect the price much, however, when you have kids waiting for their orders get very upset and get angry n hurt that these things are missing.  It is very upsetting!  Also, we tend to order a lot of unsweetened ice teas.  8 out of 10 times the tea tastes disgusting!!  It is old tea or the bag doesn't get changed when the make more.  I get so mad that no one seems to care enough to be sure every shift cares to do their job correctly to ensure a high quality in ALL their products.  I have brought these concerns to numerous managers and employees but never get satisfaction that they care and fix the issue!!  It may be ok for a week but happens again or on a different shift.  All emplyees should care enough about their jobs and themselves to do the best they can in all areas of a job performance!!!  Please do your best to inform this McDonald's of these issues and have them retrain and fix these issues.  My sanity and their job performances depend on this!!!  Thank You!!"
5565,24,5 years ago,2 stars,"Took 10 minutes to order food while standing at the counter due to employees just chatting and ignoring me, in plain virw. Ordered a side salad and a yogurt parfait, bother were less then half filled. Overall not good, but eventually got service"
5566,24,5 years ago,2 stars,Waited ~13 minutes for a simple hot fudge sundae (seems like my order was not placed on their electronic queue). Also pretty understaffed - cashier also dropping fries into fryer and running around doing other tasks.
5567,24,2 years ago,5 stars,I like McDonald's McChicken sandwiches and their Sundaes its delicious! I also like the way how they packaged their food Delivery its sealed with a security tape both drinks and food inside a secured paper bag with handles !! Best Fast food well safely secured in these challenging times when Coronavirus is ravaging our population and its health !! All fast food chains should follow McDonald's safety packaging procedures for food packaging deliveries !!
5568,24,3 years ago,1 star,"They removed tellers add kiosk which slows down the service. 10 minutes to get a Mcflurry and two cookies..... Mcflurry is small is tiny, cookies are as well. Kitchen floor was dirty. Kitchen crew was understaffed. It won't be sad to see McDonald's decline, I won't be going back to any of them. Rarely ever do won't be hard to put a nail in the coffin."
5569,24,2 years ago,1 star,"There is something about the drink here...  One time I ordered Ice Tea and it tasted weird..  I let go of that one time..  And yesterday, I ordered the combo with Coke..  I ate and drank,  the next moment, I had like an ""diarrhea"" like symptom...  The coke tasted weird too..  I never had a problem like this when I ordered from other Mcdonald..  Last time the Ice Tea tasted bad so I tossed it away..  I only took a sipped that's why I didn't get a diarrhea like symptoms..  But this time I was so thirsty so I consumed half of the drink."
5570,24,5 years ago,3 stars,Itï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s a hit or miss McDonaldï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s sometimes they have the best customer service and the fries are amazing. Sometimes the guy
5571,24,4 years ago,1 star,Placed our order through the drive thru.  Instead of getting a quarter pounder with my number 2 meal.  I received 2 plain mcgriddlesï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ We get home and order isn't right.  Tried to call and was unable to get through.  Not willing to go back out in the rain.  This has happened 2 other times at this
5572,24,11 months ago,1 star,"Horrible Manager here came for coffee and she started giving me and my family an attitude about $2.00  rude
she had blonde dyed hair and wore glasses older than 50 years old disgrace"
5573,24,4 years ago,3 stars,"service was okay during drive thru. GET OFF THE PHONE AND PAY ATTENTION WHEN YOUR IN DRIVE THRU. DONT GOT TIME, FOR YOU TO REALIZE THE CAR INFORNT OF YOU IS GONE. I Do not like their drive thru parking either. They should've moved it somewhere else. I went during lunch and they parked every single car and then had only one employee walking out the food. Hmm bad system."
5574,24,2 years ago,1 star,Just about to finish up my big Mac there at McDonaldï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½s and what  do I find the biggest hair Iï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ve ever seen I know it wasnï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿
5575,24,5 years ago,2 stars,"food is ok, just regular McDonald, but the drive thru is insanely back late night. 30+ mins wait time while there are just 3 customers, like how is this acceptable? Soda machine, ice cream machine, or the cashier constantly broke down. After 35 mins when I finally able to get my food, they told me no credit card, like what ? why don't you tell me 35 mins ago? just left right away."
5576,24,3 years ago,1 star,Drive thru was blocked at 1230pm. Had to make a 3 point turn to get out. Not sure why block it when there are cars (placed orders and waiting). Location is a nightmare since under renovation. Parking lot is taken by reno vehicles. Nearby has awkward design...
5577,24,3 years ago,1 star,Very disappointed in McDonald's in today's world. To me McDonald's has really gone downhill is service is the pits. Any employees most of all can use a lot more training I know I used to be the head manager at 556 East El Camino McDonald's and I'm appalled of what it turn into. I know when I was head manager there we always have a store I can just imagine what it is today.
5578,24,2 years ago,1 star,ordered a spicy chicken sandwich with cheese  no pickles. came in some aluminum bag all soggy nasty nsaty nsaty.  never again going there. should have gotten 0 stars
5579,24,4 years ago,3 stars,"Place is usually not busy but service can be slow, they seem to be understaffed.  Staff The place has really odd seating layout inside but they have seating outside in the shade.  Drive through is usually empty also.  They have assigned mobile order parking."
5580,24,2 years ago,4 stars,"- Usually fast service
- Mostly friendly customer service; some people could be more kind
- Quarter pounders always fresh
- Ice cream works 100% times I've ordered"
5581,24,5 years ago,1 star,"2 people working, 1 learning how to work, and two cleaning, instead of helping the line of drive thru cars and 8 people waiting inside to place their order. Took a half hour to get two cheese burgers, two fries, and two drinks at 10:30 at night. And that was only half of what we ordered, so we left."
5582,24,4 years ago,1 star,Went through the drive through and failed to check my order before getting on the road. Twice before I have been given the wrong order. How do they do that? Third time's a charm. I am pledging not to go to McD's again.
5583,24,a year ago,3 stars,"Not the best quality fast food, but itï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿"
5584,24,7 months ago,5 stars,"Freshly fried fries
Order ready quickly
Friendly staff"
5585,24,4 years ago,2 stars,"You get what you pay for when going to any Mcdonald. This is a busy location 9 times out of 10 there is lines and being a 24hr location they're ice cream machine seems to always be out of order hahah go figure... I feel as if the food has become extremely salty at all McDonald's locations over the years not very good. Found myself not finishing the food I had ordered And still hungry. Go some where better.. If youve read this far, you deserve it."
5586,24,4 years ago,4 stars,"The two McFlurrys that my party ordered seemed to not be whipped, which was unfortunate. Otherwise, the food was prepared quickly, even though we went during the lunch rush. Parking nearby could be full during lunch."
5587,24,6 years ago,1 star,"Probably one of the worst experiences I have had with McD's. 8 to 10 food alarms going off the whole time. The manager was outside smoking, leaving the staff to drown. The girl behind the counter spent more time apologizing to the same people over and over rather then work. Took about 20 mins to get two dollar menu cheeseburgers. Experience left a bad taste in my mouth. Probably won't give a second chance even."
5588,24,7 years ago,1 star,I paid 1 hotcakes and 1 hash brown by drive through behind me couple cars lined up and I waited 5+ min to pick my food last time same order they missed hash brown so i was about to check the items but behind people waiting so I moved my car near by signal I checked hash brown missing again this time I want them to know so I turn and reach same drive through I explained one of the women staff came and ask my bag and she inspect I was not feel good at this point later she ask a male staff and discussing something and looking me like I'm lying ...Bullshit.... who train the business ethics and code of cundect what the #@$%
5589,24,a year ago,1 star,"Disgusting . And they legit took forever to release my order. My mcchicken was made wrong and they had to re make it. All in all, it took about 10 minutes for 3 items of the value menu, never coming here again. ï¿½ï¿½ï¿½ï¿½"
5590,24,2 years ago,1 star,I waited a whole hour just for chicken nuggets after i ordered and i didnt even get the sauce for the nuggets. then i had to pay with cash and no one wore gloves or a facial mask.
5591,24,4 years ago,5 stars,"Yep, five stars.  Not Michelin five stars but best Mickey D's I've been to in a long time.  Fresh Beef Quarter-Pounder is better than I thought it would be... And they're everywhere."
5592,24,4 years ago,4 stars,The only thin I can say is they need to stay up to date with the Happy Meal toys they Advertise. My kid comes in super excited to see the stand box with the Advertised toys to somet8being told the doth Have those at this time
5593,24,a year ago,4 stars,Fast but the line always long and sometimes it take so long for one customer. Curbside pickup take longer than drive thru.
5594,24,8 months ago,2 stars,"Against the background of other burgers, McDonald's is blown away, it's a pity that some of the first guys are now lagging behind."
5595,24,6 years ago,1 star,"I go here a couple of times a day if they are on a roll of making good tasting unsweetened ice tea. Ocassionally I get a snack. They have on their menu pricing for pies. .69 each or 2 for 1.00. When I read pies, I think it is all their pies. Nope. Their ""specialty"" pies are more and when you call them out on it they are rude and don't care. Like the customer is supposed to be able to mind read, pies means only apple pie. It was annoying to be treated so rudely over cold mcd pies. If you leadership is so unhappy maybe they should go somewhere that is a happier place. We all have choices.

There is some good leadership at this store and bad. There is no in between. Take your chances. I mainly go there for the tea....when it's good."
5596,24,7 years ago,1 star,"Twice in 6 months I thought I would get ice cream through the drive through. Both times they had no ice cream or yogurt. No sign, stick in long drive through to pick up nothing, not coming back again."
5597,24,4 years ago,3 stars,Versus others in the area this place always has trash bins full and rarely tiloilet paper. No changing tables in mens room. Dirty bathroom. Food consistant with others. Very busy but still could be clean.
5598,24,11 months ago,5 stars,You knew it! Super cheap and decent menu. Helps feeding many who cannot afford.
5599,24,9 months ago,5 stars,"WOW WITH GOOD DEALS , & PLUS THE BONUS  REWARDS ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿"
5600,24,2 years ago,1 star,very bad but very bad at night the workers close everything and it's 24 hours the other day ask what time they close and he said the supervisor never closes it's 24 hours surprise he told me he didn't know why they closed until I saw that the manager  One day I get to work and that day they did not close what a coincidence hahahaha very bad these guys put yellow cones at the entrance of the car service woouuuu that bad and that is everyday woouuuu that bad
5601,24,5 years ago,2 stars,If you find yourself scratching your ears while inside it might be due to very small bugs that most people can't see or don't think the bugs are bothering their ear. My vision? Better than 20/20 both near and far. Thanks
5602,24,a year ago,5 stars,Drive thru is always fast and on point! I have never gotten a wrong order. Thank you!
